Generating SQLite file /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.sqlite from /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.nsys-rep
Processing [/home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.sqlite] with [/opt/nvidia/nsight-systems/2023.1.2/host-linux-x64/reports/cuda_gpu_trace.py]... 

 ** CUDA GPU Trace (cuda_gpu_trace):

  Start (ns)    Duration (ns)  CorrId  GrdX  GrdY  GrdZ  BlkX  BlkY  BlkZ  Reg/Trd  StcSMem (MB)  DymSMem (MB)  Bytes (MB)  Throughput (MBps)  SrcMemKd  DstMemKd           Device           Ctx  Strm         Name       
 8,776,076,019        451,424   1,640  None  None  None  None  None  None  None     None          None               3.670          8,129.085  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,777,157,683      3,795,906   1,659  None  None  None  None  None  None  None     None          None              25.690          6,756.499  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,781,201,525          2,048   1,674  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,781,761,078      3,801,858   1,693  None  None  None  None  None  None  None     None          None              25.690          6,756.499  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,785,809,464          1,408   1,708  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,786,190,072        453,632   1,723  None  None  None  None  None  None  None     None          None               3.670          8,088.715  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,786,873,048          2,080   1,738  None  None  None  None  None  None  None     None          None               0.007          3,446.152  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,788,062,617     20,508,682   1,769  None  None  None  None  None  None  None     None          None             135.791          6,517.948  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,809,947,460     20,414,315   1,798  None  None  None  None  None  None  None     None          None             135.791          6,517.948  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,831,846,128     20,517,738   1,829  None  None  None  None  None  None  None     None          None             135.791          6,517.948  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,852,808,442          2,400   1,844  None  None  None  None  None  None  None     None          None               0.007          2,986.662  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,853,035,962          1,376   1,859  None  None  None  None  None  None  None     None          None               0.001            744.186  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,853,422,746        449,633   1,874  None  None  None  None  None  None  None     None          None               3.670          8,162.116  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,855,110,203      3,782,786   1,893  None  None  None  None  None  None  None     None          None              25.690          6,782.190  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,859,143,197          2,048   1,908  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,859,712,990      3,794,689   1,927  None  None  None  None  None  None  None     None          None              25.690          6,756.499  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,863,753,856          1,408   1,942  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,864,322,624        451,904   1,961  None  None  None  None  None  None  None     None          None               3.670          8,118.075  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,865,879,585     20,400,840   1,990  None  None  None  None  None  None  None     None          None             135.791          6,653.739  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,886,746,345          2,080   2,005  None  None  None  None  None  None  None     None          None               0.001            492.307  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,887,134,057        449,568   2,020  None  None  None  None  None  None  None     None          None               3.670          8,162.116  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,888,214,538      3,777,697   2,039  None  None  None  None  None  None  None     None          None              25.690          6,782.190  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,892,240,971          2,048   2,054  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,892,949,004      3,796,033   2,075  None  None  None  None  None  None  None     None          None              25.690          6,756.499  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,896,995,021          1,376   2,090  None  None  None  None  None  None  None     None          None               0.001            744.186  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,897,384,237        447,680   2,105  None  None  None  None  None  None  None     None          None               3.670          8,195.146  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,898,060,397          1,568   2,120  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,898,432,910        428,736   2,135  None  None  None  None  None  None  None     None          None               3.277          7,641.498  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,899,085,518          2,144   2,150  None  None  None  None  None  None  None     None          None               0.008          3,582.083  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,899,462,926      1,434,977   2,165  None  None  None  None  None  None  None     None          None               9.830          6,841.958  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,901,123,087          1,600   2,180  None  None  None  None  None  None  None     None          None               0.003          1,600.000  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,901,697,007      1,331,457   2,199  None  None  None  None  None  None  None     None          None               8.755          6,575.155  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,903,269,264          2,048   2,214  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,903,658,223      1,307,009   2,229  None  None  None  None  None  None  None     None          None               8.755          6,697.728  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,905,189,968          2,048   2,244  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,905,836,464      1,334,849   2,263  None  None  None  None  None  None  None     None          None               8.755          6,557.645  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,907,404,753          1,568   2,278  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,907,617,233          1,568   2,293  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,907,825,361          1,568   2,308  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,908,204,113        446,497   2,323  None  None  None  None  None  None  None     None          None               3.277          7,336.755  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,908,868,849          2,145   2,338  None  None  None  None  None  None  None     None          None               0.008          3,580.416  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,909,257,137      1,513,953   2,353  None  None  None  None  None  None  None     None          None               9.830          6,488.064  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,910,998,450          1,568   2,368  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,911,558,355      1,315,232   2,387  None  None  None  None  None  None  None     None          None               8.755          6,653.952  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,913,109,651          2,048   2,402  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,913,494,483      1,321,121   2,417  None  None  None  None  None  None  None     None          None               8.755          6,618.931  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,915,042,996          2,048   2,432  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,915,593,588      1,329,761   2,451  None  None  None  None  None  None  None     None          None               8.755          6,583.910  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,917,160,340          1,569   2,466  None  None  None  None  None  None  None     None          None               0.003          1,631.611  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,917,370,165          1,568   2,481  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,917,581,717          1,568   2,496  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,917,960,597        441,664   2,511  None  None  None  None  None  None  None     None          None               3.277          7,418.675  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,918,631,701          2,112   2,526  None  None  None  None  None  None  None     None          None               0.008          3,636.357  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,919,019,413      1,489,345   2,541  None  None  None  None  None  None  None     None          None               9.830          6,596.198  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,920,731,638          1,568   2,556  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,921,288,726      1,323,041   2,575  None  None  None  None  None  None  None     None          None               8.755          6,610.176  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,922,855,799          2,016   2,590  None  None  None  None  None  None  None     None          None               0.007          3,392.852  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,923,244,823      1,326,112   2,605  None  None  None  None  None  None  None     None          None               8.755          6,601.421  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,924,795,992          2,048   2,620  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,925,342,072      1,271,072   2,639  None  None  None  None  None  None  None     None          None               8.755          6,881.587  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,926,847,384          1,568   2,654  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,927,066,329          1,567   2,669  None  None  None  None  None  None  None     None          None               0.003          1,633.695  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,927,280,057          1,568   2,684  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,927,653,240        430,945   2,699  None  None  None  None  None  None  None     None          None               3.277          7,602.176  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,928,313,305          2,112   2,714  None  None  None  None  None  None  None     None          None               0.008          3,636.357  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,928,691,193      1,422,753   2,729  None  None  None  None  None  None  None     None          None               9.830          6,900.941  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,930,334,426          1,600   2,744  None  None  None  None  None  None  None     None          None               0.003          1,600.000  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,930,885,978      1,264,928   2,763  None  None  None  None  None  None  None     None          None               8.755          6,916.608  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,932,397,723          2,048   2,778  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,932,780,315      1,261,024   2,793  None  None  None  None  None  None  None     None          None               8.755          6,942.874  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,934,267,739          2,016   2,808  None  None  None  None  None  None  None     None          None               0.007          3,392.852  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,934,659,227      1,267,585   2,823  None  None  None  None  None  None  None     None          None               8.755          6,899.098  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,936,155,260          1,568   2,838  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,936,359,324          1,600   2,853  None  None  None  None  None  None  None     None          None               0.003          1,600.000  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,936,565,788          1,536   2,868  None  None  None  None  None  None  None     None          None               0.003          1,666.665  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,937,104,284        429,184   2,887  None  None  None  None  None  None  None     None          None               3.277          7,634.944  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,937,774,876          2,112   2,902  None  None  None  None  None  None  None     None          None               0.008          3,636.357  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,938,152,572      1,445,089   2,917  None  None  None  None  None  None  None     None          None               9.830          6,792.806  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,939,823,389          1,568   2,932  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,940,206,109      1,266,977   2,947  None  None  None  None  None  None  None     None          None               8.755          6,907.853  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,941,703,614          2,048   2,962  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,942,246,718      1,280,705   2,981  None  None  None  None  None  None  None     None          None               8.755          6,829.056  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,943,767,743          2,048   2,996  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,944,148,895      1,259,520   3,011  None  None  None  None  None  None  None     None          None               8.755          6,942.874  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,945,629,824          1,600   3,026  None  None  None  None  None  None  None     None          None               0.003          1,600.000  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,945,848,320          1,567   3,041  None  None  None  None  None  None  None     None          None               0.003          1,633.695  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,946,062,464          1,568   3,056  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,946,440,640        444,864   3,071  None  None  None  None  None  None  None     None          None               3.277          7,362.970  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,947,115,360          2,144   3,086  None  None  None  None  None  None  None     None          None               0.008          3,582.083  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,947,651,808      1,438,817   3,105  None  None  None  None  None  None  None     None          None               9.830          6,832.128  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,949,328,961          1,568   3,120  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,949,714,881      1,248,256   3,135  None  None  None  None  None  None  None     None          None               8.755          7,012.915  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,951,191,746          2,048   3,150  None  None  None  None  None  None  None     None          None               0.007          3,339.842  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,951,763,202      1,423,616   3,169  None  None  None  None  None  None  None     None          None               8.755          6,146.150  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,953,426,594          2,017   3,184  None  None  None  None  None  None  None     None          None               0.007          3,391.169  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,953,832,834      1,428,545   3,199  None  None  None  None  None  None  None     None          None               8.755          6,128.640  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,955,482,659          1,568   3,214  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 8,955,690,691          1,568   3,229  None  None  None  None  None  None  None     None          None               0.003          1,632.653  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
