Generating SQLite file /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.sqlite from /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.nsys-rep
Processing [/home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260730_153855/unifolm_vla0_nsys.sqlite] with [/opt/nvidia/nsight-systems/2023.1.2/host-linux-x64/reports/cuda_gpu_trace.py]... 

 ** CUDA GPU Trace (cuda_gpu_trace):

  Start (ns)    Duration (ns)  CorrId  GrdX  GrdY  GrdZ  BlkX  BlkY  BlkZ  Reg/Trd  StcSMem (MB)  DymSMem (MB)  Bytes (MB)  Throughput (MBps)  SrcMemKd  DstMemKd           Device           Ctx  Strm         Name       
 29,332,227,5…          2,528  32,619  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,230,9…         31,008  32,621  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,262,9…          7,840  32,627  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,271,5…          2,496  32,629  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,274,9…         30,656  32,631  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,306,5…          7,840  32,637  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,315,4…          2,528  32,639  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,318,9…         30,624  32,641  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,350,5…          7,712  32,647  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,359,1…          2,528  32,649  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,362,5…         31,424  32,651  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,394,9…          7,744  32,657  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,403,5…          2,464  32,659  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,406,9…         31,264  32,661  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,438,9…          7,648  32,667  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,447,5…          2,496  32,669  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,450,8…         31,392  32,671  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,483,2…          7,872  32,677  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,492,0…          2,976  32,679  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,495,8…         30,848  32,681  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,527,6…          7,776  32,687  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,536,1…          2,528  32,689  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,539,5…         30,848  32,691  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,571,2…          7,744  32,697  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,579,8…          2,528  32,699  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,583,2…         30,816  32,701  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,614,8…          7,776  32,707  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,623,6…          2,560  32,709  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,626,9…         30,464  32,711  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,658,4…          7,616  32,717  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,667,0…          2,528  32,719  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,670,4…         31,552  32,721  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,702,9…          7,680  32,727  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,711,4…          2,496  32,729  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,714,7…         31,040  32,731  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,746,8…          7,648  32,737  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,755,2…          2,528  32,739  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,758,6…         31,616  32,741  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,791,1…          7,680  32,747  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,799,6…          2,496  32,749  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,802,9…         31,073  32,751  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,835,0…          7,840  32,757  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,843,7…          2,528  32,759  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,847,1…         30,752  32,761  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,878,6…          7,936  32,767  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,887,3…          2,496  32,769  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,890,7…         31,039  32,771  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,922,7…          7,712  32,777  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,931,4…          2,528  32,779  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,934,8…         31,072  32,781  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,332,966,8…          7,808  32,787  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,332,975,6…          2,529  32,789  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,332,978,9…         30,656  32,791  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,010,5…          7,873  32,797  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,019,2…          2,529  32,799  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,022,6…         31,327  32,801  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,054,9…          7,680  32,807  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,063,3…          2,560  32,809  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,066,7…         30,623  32,811  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,098,2…          7,615  32,817  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,106,7…          2,528  32,819  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,110,1…         31,456  32,821  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,142,4…          7,776  32,827  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,151,1…          2,560  32,829  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,154,5…         30,687  32,831  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,186,0…          7,713  32,837  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,194,7…          2,497  32,839  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,198,1…         31,104  32,841  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,230,1…          7,680  32,847  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,238,6…          2,529  32,849  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,242,0…         31,007  32,851  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,273,8…          7,744  32,857  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,282,5…          2,527  32,859  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,285,9…         30,880  32,861  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,317,6…          7,807  32,867  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,326,4…          2,528  32,869  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,329,7…         31,264  32,871  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,361,9…          7,808  32,877  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,370,6…          2,528  32,879  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,374,0…         30,816  32,881  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,405,7…          7,776  32,887  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,414,4…          2,561  32,889  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,417,8…         31,201  32,891  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,449,9…          7,776  32,897  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,458,6…          2,560  32,899  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,462,0…         31,072  32,901  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,494,0…          7,681  32,907  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,502,5…          2,496  32,909  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,505,8…         30,784  32,911  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,537,4…          7,712  32,917  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,546,1…          2,528  32,919  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,549,5…         31,392  32,921  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,581,8…          7,808  32,927  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,590,5…          2,528  32,929  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,593,9…         30,880  32,931  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,625,7…          7,776  32,937  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,634,4…          2,528  32,939  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,637,9…         31,360  32,941  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,670,1…          7,840  32,947  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,678,8…          2,528  32,949  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,682,2…         30,592  32,951  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,713,7…          7,744  32,957  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,722,4…          2,528  32,959  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,725,8…         31,392  32,961  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,758,1…          8,160  32,967  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,767,0…          2,528  32,969  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,770,5…         30,944  32,971  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,802,4…          7,712  32,977  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,811,1…          2,496  32,979  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,814,5…         30,880  32,981  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,846,3…          7,808  32,987  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,855,0…          2,528  32,989  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,858,4…         31,232  32,991  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,890,4…          7,776  32,997  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,899,1…          2,528  32,999  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,902,5…         30,848  33,001  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,934,3…          7,744  33,007  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,943,0…          2,528  33,009  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,946,4…         31,232  33,011  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,333,978,7…          7,712  33,017  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,333,987,4…          2,528  33,019  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,333,990,8…         30,720  33,021  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,022,3…          7,680  33,027  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,030,8…          2,496  33,029  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,034,1…         30,560  33,031  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,065,7…          7,648  33,037  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,074,1…          2,560  33,039  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,077,5…         30,880  33,041  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,109,3…          7,744  33,047  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,118,0…          2,528  33,049  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,121,5…         30,752  33,051  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,153,0…          7,680  33,057  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,161,5…          2,528  33,059  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,164,9…         30,784  33,061  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,196,5…          7,776  33,067  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,205,2…          2,528  33,069  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,208,5…         31,392  33,071  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,240,8…          7,808  33,077  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,249,5…          2,528  33,079  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,252,9…         31,136  33,081  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,285,0…          7,840  33,087  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,293,7…          2,496  33,089  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,297,1…         31,424  33,091  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,329,4…          7,584  33,097  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,337,8…          2,528  33,099  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,341,3…         30,496  33,101  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,372,7…          7,680  33,107  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,381,2…          2,528  33,109  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,384,6…         30,784  33,111  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,416,4…          7,808  33,117  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,425,1…          2,528  33,119  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,428,5…         30,976  33,121  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,460,3…          7,712  33,127  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,468,8…          2,560  33,129  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,472,1…         30,528  33,131  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,503,7…          7,808  33,137  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,512,4…          2,528  33,139  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,515,8…         31,584  33,141  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,548,3…          7,680  33,147  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,556,8…          2,528  33,149  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,560,2…         30,976  33,151  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,592,0…          7,648  33,157  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,600,4…          2,528  33,159  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,603,8…         31,552  33,161  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,636,4…          7,616  33,167  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
 29,334,644,8…          2,528  33,169  1     80    1     32    16    1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void splitKreduce…
 29,334,648,2…         30,816  33,171  1     1     1     1,0…  1     1     60       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void at::native::…
 29,334,680,0…          7,744  33,177  160   1     5     128   1     1     58       0.003         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1    16  void gemv2T_kerne…
