leaky_rate,ridge_alpha,mse,rmse,jerk,jerk_rms,selection_score
0.05,0.0001,7.107554120011628e-05,0.008430631127034101,1.9582237655413337e-05,6188.778608421413,0.27127181503693243
0.05,0.01,0.0005211382522247732,0.022828452690114,8.691765106050298e-05,16306.146221486264,1.9999999852591654
0.05,1.0,5.648098976962501e-06,0.0023765729479573103,8.898756277631037e-06,683.9064290204715,0.00849237630278527
0.1,0.0001,0.00026103746495209634,0.016156653890954536,6.787226448068395e-05,16232.46654292637,1.2556026514844643
0.1,0.01,0.00010653713979991153,0.010321682992608886,2.5803599783102982e-05,6933.804144422393,0.41922134250541465
0.1,1.0,3.3987826100201346e-06,0.0018435787506966266,8.969503141997848e-06,487.2365256911025,0.005072772128849479
0.3,0.0001,8.303149661514908e-05,0.00911216201651118,3.605205347412266e-05,10372.00584131489,0.5053685661970384
0.3,0.01,0.0001569248124724254,0.012526963417860906,6.503753684228286e-05,15806.270060918365,1.0190157161980786
0.3,1.0,1.2328667935435078e-06,0.0011103453487737534,9.113616215472575e-06,450.0949135453523,0.0027539474339587887
