L_task,L_teacher,L_total,anchors,control_steps,effective_control_hz,episode,grasp_success,joint_limit_violation,max_cloth_jump_m,method,rollout_latency_s,seed,sim_duration_s,split,steps_per_wall_s,table_contact_ratio,task_success,teacher_source,teacher_weight,wipe_coverage_m2,wipe_path_length_m
412.5356163169982,2.1869721517644147,412.5356163169982,22,1246,307.93446166166586,186,True,True,0.9457619503616791,spsa,4.048480366356671,0,12.466666221618652,heldout,307.93446166166586,0.037359900373599,False,demonstration_proxy,0.0,0.09240000000000001,106.32633789747388
1243.6140002445427,484.6189941623333,1243.6140002445427,22,1230,321.67237124083033,187,True,True,1.0353675519081247,spsa,3.8237664438784122,0,12.300000190734863,heldout,321.67237124083033,0.031294452347083924,False,demonstration_proxy,0.0,0.06480000000000001,97.62388851497074
3010.965015344305,1.5624022224090166,3010.965015344305,18,1013,305.47887081650083,188,True,True,1.0724839852117405,spsa,3.317196105606854,0,10.133333206176758,heldout,305.47887081650083,0.024475524475524476,False,demonstration_proxy,0.0,0.0684,71.8093953362161
3.2984087070330466,3.0769921426475046,3.2984087070330466,25,1389,143.53314947616855,189,True,True,0.057903272512217455,spsa,9.68417377397418,0,13.899999618530273,heldout,143.53314947616855,0.0030911901081916537,False,demonstration_proxy,0.0,0.0288,3.518355040102333
5.921880025599201,4.299419571502278,5.921880025599201,26,1460,216.96291804850745,190,False,True,0.0,spsa,6.729260701686144,0,14.600000381469727,heldout,216.96291804850748,0.0,False,demonstration_proxy,0.0,0.0,0.0
338.7221429418127,1.8103095434813037,338.7221429418127,18,986,285.0739531177235,191,True,True,1.0370567060744182,spsa,3.4610902490094304,0,9.866666793823242,heldout,285.0739531177235,0.05263157894736842,False,demonstration_proxy,0.0,0.1348,76.71819085713079
3356.209036263168,2.5955750544627127,3356.209036263168,26,1450,237.01668990634707,192,True,True,1.0088685930248054,spsa,6.117712641134858,0,14.5,heldout,237.01668990634704,0.03634361233480176,False,demonstration_proxy,0.0,0.1192,98.67636215153357
1954.6112926889693,2.713961615094117,1954.6112926889693,21,1173,271.2258721947768,193,True,True,1.057464574696056,spsa,4.326037738472223,0,11.733333587646484,heldout,271.2258721947768,0.056716417910447764,False,demonstration_proxy,0.0,0.11359999999999999,73.82043511402284
2160.189010862554,414.18581401586533,2160.189010862554,25,1369,302.52694308135483,194,True,True,1.171845958382356,spsa,4.528522210195661,0,13.699999809265137,heldout,302.52694308135483,0.02518891687657431,False,demonstration_proxy,0.0,0.094,97.06574606630736
1361.6078813237618,1.2064218507350788,1361.6078813237618,23,1289,343.92698452451083,195,True,True,0.9913571970277941,spsa,3.750796011649072,0,12.899999618530273,heldout,343.92698452451083,0.03768844221105527,False,demonstration_proxy,0.0,0.15,102.18524212811414
122.17101954807917,1.851023483676491,122.17101954807917,27,1503,304.4868855118134,196,True,True,1.019007584520148,spsa,4.937268070876598,0,15.033333778381348,heldout,304.48688551181345,0.04375,False,demonstration_proxy,0.0,0.11320000000000001,117.39306300777902
1714.760644376078,1233.3786140446707,1714.760644376078,24,1346,310.92839085183346,197,True,True,0.8830609149611891,spsa,4.331115014851093,0,13.466666221618652,heldout,310.92839085183346,0.03515151515151515,False,demonstration_proxy,0.0,0.1084,104.47803308120955
1229.3238227744532,1.3697133081516735,1229.3238227744532,27,1483,342.794061552113,198,True,True,1.1654405266684147,spsa,4.327184942550957,0,14.833333015441895,heldout,342.794061552113,0.035864978902953586,False,demonstration_proxy,0.0,0.055200000000000006,125.01001099605972
366.833810023689,1.537439450621605,366.833810023689,25,1406,337.9424760124955,199,True,True,0.9884222204928199,spsa,4.162444084882736,0,14.066666603088379,heldout,337.9424760124955,0.028768699654775604,False,demonstration_proxy,0.0,0.0616,114.8110422315768
70.81798777761952,2.7559270008810257,70.81798777761952,19,1063,296.520719455533,160,True,True,0.9009289598524186,spsa,3.5860337940976024,1,10.633333206176758,heldout,296.520719455533,0.06551724137931035,False,demonstration_proxy,0.0,0.0684,30.72027803714332
487.8372107898684,209376.2486463661,487.8372107898684,18,1010,225.02552712821696,161,False,True,0.0,spsa,4.488379834219813,1,10.100000381469727,heldout,225.025527128217,0.0,False,demonstration_proxy,0.0,0.0,0.0
1077.892005736687,5.412004303453224,1077.892005736687,21,1160,189.76595493324072,162,True,True,0.7258776722691426,spsa,6.112793195992708,1,11.600000381469727,heldout,189.7659549332407,0.005747126436781609,False,demonstration_proxy,0.0,0.0564,28.629228723222926
2323.8736437930493,2.147623924030499,2323.8736437930493,22,1253,320.89439725858176,163,True,True,0.9412090296524283,spsa,3.9057502672076225,1,12.533333778381348,heldout,320.89439725858176,0.022516556291390728,False,demonstration_proxy,0.0,0.1532,99.19528143574935
1121.6585774109244,5281.527724879116,1121.6585774109244,22,1213,337.24585107785026,164,False,True,0.0,spsa,3.5977709339931607,1,12.133333206176758,heldout,337.24585107785026,0.0,False,demonstration_proxy,0.0,0.0,0.0
1341.96141895445,19.636166692227125,1341.96141895445,25,1393,309.9479829762888,165,True,True,1.0688907273763395,spsa,4.495377986691892,1,13.933333396911621,heldout,309.9479829762888,0.04221635883905013,False,demonstration_proxy,0.0,0.1532,96.80056597223431
107.96990150394751,2.523751823231578,107.96990150394751,18,996,309.7163904052722,166,True,True,0.8692246565277553,spsa,3.217997668311,1,9.966666221618652,heldout,309.7163904052722,0.052083333333333336,False,demonstration_proxy,0.0,0.11200000000000002,69.65448050277988
3.2167747506298134,2.453839044425298,3.2167747506298134,22,1226,222.6686072546813,167,True,True,0.8353345464430886,spsa,5.508933910168707,1,12.266666412353516,heldout,222.6686072546813,0.048109965635738834,False,demonstration_proxy,0.0,0.1008,13.689089343155672
95.22210913747833,2.9082223162210235,95.22210913747833,24,1346,238.19779563540368,168,True,True,0.8187454154240222,spsa,5.653564587235451,1,13.466666221618652,heldout,238.19779563540368,0.025449101796407185,False,demonstration_proxy,0.0,0.0772,40.44089759108236
743.7090466851945,141.55330412961882,743.7090466851945,22,1210,296.8254662589336,169,True,True,1.0442896053619777,spsa,4.076469763182104,1,12.100000381469727,heldout,296.8254662589336,0.0361794500723589,False,demonstration_proxy,0.0,0.1348,88.11422379994931
2151.4824845963894,3.1073924697758186,2151.4824845963894,21,1196,297.03027636209276,170,True,True,1.1422710762594839,spsa,4.028769850730896,1,11.966666221618652,heldout,297.03027636209276,0.05063291139240506,False,demonstration_proxy,0.0,0.1868,77.40279322882552
1691.085052112866,2.5427120189368724,1691.085052112866,25,1386,222.79636053307965,171,True,True,1.0778270932498453,spsa,6.223919798620045,1,13.866666793823242,heldout,222.79636053307968,0.036613272311212815,False,demonstration_proxy,0.0,0.15200000000000002,71.80067123389188
111.12128613929863,2.6760317496955395,111.12128613929863,18,1019,217.54422024912304,172,True,True,0.40766567957160504,spsa,4.688701817765832,1,10.199999809265137,heldout,217.54422024912304,0.017770597738287562,False,demonstration_proxy,0.0,0.07640000000000001,36.49392892137187
745.1966415992374,2.514586264640093,745.1966415992374,25,1369,273.8702856902661,173,True,True,0.889785142610375,spsa,5.002368100918829,1,13.699999809265137,heldout,273.8702856902661,0.03535353535353535,False,demonstration_proxy,0.0,0.138,88.23601470661656
724.4825973626291,2.479546361602843,724.4825973626291,22,1203,297.2576892711564,174,True,True,0.8681047174902272,spsa,4.048115225508809,1,12.033333778381348,heldout,297.2576892711564,0.034574468085106384,False,demonstration_proxy,0.0,0.1052,47.95924927855053
24.864475771064264,3.051489428109066,24.864475771064264,22,1233,197.53483122609853,175,True,True,0.5232790604304188,spsa,6.2436244478449225,1,12.333333015441895,heldout,197.53483122609853,0.024759284731774415,False,demonstration_proxy,0.0,0.18080000000000002,39.00339871263136
122.89898774257905,14.059889016523957,122.89898774257905,25,1413,320.086436154179,176,True,True,0.8417035803831794,spsa,4.415473950095475,1,14.133333206176758,heldout,320.086436154179,0.04524886877828054,False,demonstration_proxy,0.0,0.0808,25.724817343619048
2.6461407072610723,2.4592020343989134,2.6461407072610723,20,1123,260.36239649932946,177,True,True,0.9354699019171485,spsa,4.314499228261411,1,11.233333587646484,heldout,260.36239649932946,0.08321964529331514,False,demonstration_proxy,0.0,0.1764,59.85633473827938
1507.8031118106721,2.2431096265092494,1507.8031118106721,20,1103,297.27682197513474,178,True,True,0.9342284319837254,spsa,3.711467885412276,1,11.033333778381348,heldout,297.2768219751347,0.012953367875647668,False,demonstration_proxy,0.0,0.0432,44.68521152145756
392.1323205638728,7.259655937298455,392.1323205638728,22,1226,310.3251789684786,179,False,True,0.0,spsa,3.9528427738696337,1,12.266666412353516,heldout,310.3251789684786,0.0,False,demonstration_proxy,0.0,0.0,0.0
904.6375803771691,2.448820160003379,904.6375803771691,24,1316,284.5527940567035,180,True,True,0.9753714727053249,spsa,4.627143805846572,1,13.166666984558105,heldout,284.5527940567034,0.051643192488262914,False,demonstration_proxy,0.0,0.010400000000000001,51.19996318159556
63.35297504119714,2.0922171060271837,63.35297504119714,27,1486,317.5071109689145,181,True,True,0.9484882419167584,spsa,4.682309869676828,1,14.866666793823242,heldout,317.50711096891445,0.03296703296703297,False,demonstration_proxy,0.0,0.18760000000000002,130.70366047152473
2148.982668806029,2.739284482008467,2148.982668806029,24,1319,298.1837345530527,182,True,True,0.9477634892695391,spsa,4.42680075392127,1,13.199999809265137,heldout,298.1837345530527,0.013307984790874524,False,demonstration_proxy,0.0,0.0936,57.39022991152184
603.504378961758,2.1307477314809433,603.504378961758,19,1076,324.0518571659051,183,True,True,0.8611600525400807,spsa,3.322513410821557,1,10.766666412353516,heldout,324.0518571659052,0.026881720430107527,False,demonstration_proxy,0.0,0.0308,24.120851137337482
17.925556917559447,1294.2452784097538,17.925556917559447,26,1463,343.10429082777836,184,True,True,0.834479026560388,spsa,4.264981114305556,1,14.633333206176758,heldout,343.1042908277784,0.0391566265060241,False,demonstration_proxy,0.0,0.0944,39.69763610743648
3.1875864826930904,3.183974048034066,3.1875864826930904,21,1189,196.3115477805134,185,True,True,0.22942726280231163,spsa,6.0617929780855775,1,11.899999618530273,heldout,196.3115477805134,0.015105740181268883,False,demonstration_proxy,0.0,0.0492,11.61552220387306
153.18531421136686,2.1925383600491015,153.18531421136686,22,1246,311.6254589215511,186,True,True,0.9017864302993684,spsa,4.0005287965759635,1,12.466666221618652,heldout,311.6254589215511,0.04744069912609238,False,demonstration_proxy,0.0,0.16760000000000003,97.7950239912923
2898.4950530901656,728.5244266118177,2898.4950530901656,22,1230,337.23928677407287,187,False,True,0.0,spsa,3.6472619511187077,1,12.300000190734863,heldout,337.23928677407287,0.0,False,demonstration_proxy,0.0,0.0,0.0
2078.408863420113,2250.6236993451084,2078.408863420113,18,1013,361.37748349090197,188,False,True,0.0,spsa,2.804085386916995,1,10.133333206176758,heldout,361.37748349090197,0.0,False,demonstration_proxy,0.0,0.0,0.0
1614.123650703258,2.629244426935911,1614.123650703258,25,1389,321.21673568174094,189,True,True,0.9781099294508069,spsa,4.327296206727624,1,13.899999618530273,heldout,321.21673568174094,0.03926701570680628,False,demonstration_proxy,0.0,0.1308,95.28228104954731
533.2714135396782,11235.391935872916,533.2714135396782,26,1460,300.92945843002445,190,True,True,1.230299148837486,spsa,4.851635482162237,1,14.600000381469727,heldout,300.92945843002445,0.04875406283856988,False,demonstration_proxy,0.0,0.11880000000000002,108.79133582226767
275.94056286629433,840.8939113528985,275.94056286629433,18,986,324.435173693581,191,True,True,1.0519693903400524,spsa,3.041182829067111,1,9.866666793823242,heldout,324.435173693581,0.03185840707964602,False,demonstration_proxy,0.0,0.166,69.0809980098873
7.973324126602251,3.075206419381385,7.973324126602251,26,1450,174.73355315546868,192,True,True,0.10337364955956502,spsa,8.298348965123296,1,14.5,heldout,174.73355315546868,0.6220735785953178,False,demonstration_proxy,0.0,0.128,2.9929508219499423
679.1804427166057,189.7789604798669,679.1804427166057,21,1173,276.5431360799837,193,True,True,1.0365648622875983,spsa,4.242858367040753,1,11.733333587646484,heldout,276.5431360799837,0.06549520766773163,False,demonstration_proxy,0.0,0.1716,77.6350980492733
247.43515175631399,13.52415307059884,247.43515175631399,25,1369,317.57790214521305,194,True,True,1.0554239936026215,spsa,4.313902106136084,1,13.699999809265137,heldout,317.57790214521305,0.055445544554455446,False,demonstration_proxy,0.0,0.1072,60.74305743048993
201.81056040876058,2.135759770303317,201.81056040876058,23,1289,318.2223848108185,195,True,True,0.8486183484666272,spsa,4.053768758662045,1,12.899999618530273,heldout,318.2223848108185,0.028169014084507043,False,demonstration_proxy,0.0,0.055200000000000006,8.189070916124741
17.61238784758314,3.678947646446802,17.61238784758314,27,1503,288.44178197961605,196,True,True,0.9511077684910031,spsa,5.211912669241428,1,15.033333778381348,heldout,288.44178197961605,0.031982942430703626,False,demonstration_proxy,0.0,0.17559999999999998,109.72351051278598
1784.2329740806006,2.378207257405544,1784.2329740806006,24,1346,273.1937179189336,197,True,True,1.0811531762768423,spsa,4.929346957243979,1,13.466666221618652,heldout,273.1937179189336,0.0638036809815951,False,demonstration_proxy,0.0,0.15560000000000002,94.1000234617091
517.0478193412956,2.715550034686371,517.0478193412956,27,1483,229.40684360082142,198,True,True,0.10748103345814003,spsa,6.465950528159738,1,14.833333015441895,heldout,229.4068436008214,0.3630252100840336,False,demonstration_proxy,0.0,0.062000000000000006,5.1494303778769535
2278.677943040463,65394.36503203161,2278.677943040463,25,1406,303.22438010165763,199,True,True,0.8119693707450102,spsa,4.639028892852366,1,14.066666603088379,heldout,303.22438010165763,0.018036072144288578,False,demonstration_proxy,0.0,0.05480000000000001,63.595202498041886
6.68797524641472,2.838152063128195,6.68797524641472,19,1063,199.39118534379296,160,False,True,0.0,spsa,5.332900342531502,2,10.633333206176758,heldout,199.39118534379298,0.0,False,demonstration_proxy,0.0,0.0,0.0
6.068938461515173,3.196165434912675,6.068938461515173,18,1010,201.33454478089266,161,True,True,1.002054399074974,spsa,5.016526295803487,2,10.100000381469727,heldout,201.33454478089263,0.01639344262295082,False,demonstration_proxy,0.0,0.0848,50.760816337680296
1081.1952512809185,2.741513594098034,1081.1952512809185,21,1160,306.20019330188256,162,True,True,1.1049430117152697,spsa,3.788371345028281,2,11.600000381469727,heldout,306.20019330188256,0.019943019943019943,False,demonstration_proxy,0.0,0.09720000000000001,78.82359327022385
2046.0278564291173,2.7024018059230666,2046.0278564291173,22,1253,283.10208673784086,163,True,True,1.0816141223558102,spsa,4.427142845466733,2,12.533333778381348,heldout,283.10208673784086,0.02795698924731183,False,demonstration_proxy,0.0,0.0884,55.19037695639713
185.01827819697624,5096.345146234063,185.01827819697624,22,1213,296.63621741534365,164,True,True,1.0262309498697089,spsa,4.090307418256998,2,12.133333206176758,heldout,296.63621741534365,0.01828410689170183,False,demonstration_proxy,0.0,0.12200000000000001,84.3221597955745
3.1610719637020277,3.338997997120023,3.1610719637020277,25,1393,196.01278538877182,165,True,True,0.1303707544580349,spsa,7.108379879035056,2,13.933333396911621,heldout,196.01278538877182,0.00819672131147541,False,demonstration_proxy,0.0,0.0468,3.1982756326694917
47.57971803570259,2.511407755108343,47.57971803570259,18,996,292.2590995098814,166,True,True,0.9149800982885942,spsa,3.410215879790485,2,9.966666221618652,heldout,292.2590995098814,0.027932960893854747,False,demonstration_proxy,0.0,0.0708,52.97317924634715
1844.720439261101,2.866442492909052,1844.720439261101,22,1226,225.00485881299687,167,True,True,0.23322387535334316,spsa,5.451734010130167,2,12.266666412353516,heldout,225.00485881299687,0.054878048780487805,False,demonstration_proxy,0.0,0.050800000000000005,7.447729714942341
98.58420506137227,2.23418321654511,98.58420506137227,24,1346,282.7681024593656,168,True,True,0.9750419297606848,spsa,4.762441769242287,2,13.466666221618652,heldout,282.7681024593656,0.025078369905956112,False,demonstration_proxy,0.0,0.1024,67.36899780031364
3173.979303801798,2.3220697286623446,3173.979303801798,22,1210,324.27669487777683,169,True,True,0.9822499933267153,spsa,3.7313814321532845,2,12.100000381469727,heldout,324.27669487777683,0.017266187050359712,False,demonstration_proxy,0.0,0.1124,80.65724459475162
906.1553132086178,3286.72247411426,906.1553132086178,21,1196,292.5093531523468,170,True,True,0.9596602285494737,spsa,4.091037121601403,2,11.966666221618652,heldout,292.5093531523468,0.0377643504531722,False,demonstration_proxy,0.0,0.12,72.75013425812202
1124.8110610121391,2.6812909044325353,1124.8110610121391,25,1386,254.93523997267437,171,True,True,0.6918490348190498,spsa,5.439289913512766,2,13.866666793823242,heldout,254.93523997267437,0.030425963488843813,False,demonstration_proxy,0.0,0.1152,43.360157987801315
412.1544704724175,2.7464679249872765,412.1544704724175,18,1019,293.4688318866117,172,True,True,0.8797747639834432,spsa,3.475667158141732,2,10.199999809265137,heldout,293.4688318866118,0.022727272727272728,False,demonstration_proxy,0.0,0.12240000000000001,67.04815332244803
3197.031658509832,2.2237441296875478,3197.031658509832,25,1369,289.9578379248489,173,True,True,1.0061165209182017,spsa,4.724824790842831,2,13.699999809265137,heldout,289.9578379248489,0.024079320113314446,False,demonstration_proxy,0.0,0.0696,76.15957373242232
94.8538964666275,2.702918125570498,94.8538964666275,22,1203,213.141386668515,174,False,True,0.0,spsa,5.64570493157953,2,12.033333778381348,heldout,213.14138666851503,0.0,False,demonstration_proxy,0.0,0.0,0.0
803.1162971105673,1.7809848624535582,803.1162971105673,22,1233,321.95293514393654,175,True,True,1.083831279370156,spsa,3.8307875683531165,2,12.333333015441895,heldout,321.9529351439366,0.03274215552523874,False,demonstration_proxy,0.0,0.1368,84.31525761333955
208.31325966652375,3.064046752601862,208.31325966652375,25,1413,191.59094718361402,176,False,True,0.0,spsa,7.37682725302875,2,14.133333206176758,heldout,191.59094718361402,0.0,False,demonstration_proxy,0.0,0.0,0.0
245.92462708566907,2.380480455420911,245.92462708566907,20,1123,240.25959252694506,177,True,True,0.7806519331452625,spsa,4.67549847625196,2,11.233333587646484,heldout,240.25959252694508,0.05320600272851296,False,demonstration_proxy,0.0,0.0944,72.00340496107792
30.33022887543765,4.5339648835361,30.33022887543765,20,1103,216.76649411992267,178,False,True,0.0,spsa,5.089962737634778,2,11.033333778381348,heldout,216.7664941199227,0.0,False,demonstration_proxy,0.0,0.0,0.0
2505.268979740517,2.2380529617552054,2505.268979740517,22,1226,297.86964926666525,179,True,True,0.9351512276464808,spsa,4.118132358416915,2,12.266666412353516,heldout,297.8696492666653,0.026573426573426574,False,demonstration_proxy,0.0,0.0852,79.08131059390526
53.71642683179342,3.414865058924382,53.71642683179342,24,1316,188.2092242125677,180,False,True,0.0,spsa,6.995760723017156,2,13.166666984558105,heldout,188.20922421256768,0.0,False,demonstration_proxy,0.0,0.0,0.0
907.7316422310928,2.9253832612324646,907.7316422310928,27,1486,237.55724478041188,181,True,True,0.925179757919861,spsa,6.2581407725811005,2,14.866666793823242,heldout,237.55724478041185,0.06389452332657201,False,demonstration_proxy,0.0,0.0704,77.99385009439382
2125.972589827395,2.3599597407349697,2125.972589827395,24,1319,292.9128135136321,182,True,True,0.9464373980156826,spsa,4.5064603528007865,2,13.199999809265137,heldout,292.91281351363216,0.015132408575031526,False,demonstration_proxy,0.0,0.0616,94.73927257037123
1337.6285223467817,2.8158321112002196,1337.6285223467817,19,1076,258.0243374750613,183,False,True,0.0,spsa,4.172732897102833,2,10.766666412353516,heldout,258.0243374750613,0.0,False,demonstration_proxy,0.0,0.0,0.0
5.118416522673964,3.051590707941124,5.118416522673964,26,1463,184.569217808328,184,True,True,0.4201877992282642,spsa,7.92837146949023,2,14.633333206176758,heldout,184.569217808328,0.018957345971563982,False,demonstration_proxy,0.0,0.0432,19.325784655842728
4235.678627975867,2.241500423955066,4235.678627975867,21,1189,294.6997019024379,185,True,True,0.8907135785183811,spsa,4.038008705712855,2,11.899999618530273,heldout,294.6997019024379,0.030497592295345103,False,demonstration_proxy,0.0,0.0,64.16655405914057
256.9939388803088,1406.1246134514329,256.9939388803088,22,1246,254.22416370905984,186,True,True,0.8357001688562876,spsa,4.90380852855742,2,12.466666221618652,heldout,254.2241637090598,0.023192360163710776,False,demonstration_proxy,0.0,0.08320000000000001,77.30643357560753
8.657773262983467,3.27558651574972,8.657773262983467,22,1230,207.20428390020956,187,False,True,0.0,spsa,5.936170796863735,2,12.300000190734863,heldout,207.20428390020953,0.0,False,demonstration_proxy,0.0,0.0,0.0
434.3612691130217,24.463376580220128,434.3612691130217,18,1013,287.91653070959075,188,True,True,0.9766804540149843,spsa,3.51953852083534,2,10.133333206176758,heldout,287.91653070959075,0.03187250996015936,False,demonstration_proxy,0.0,0.0816,46.01252672939273
49.117779736391334,3.624522089287639,49.117779736391334,25,1389,196.9199727557321,189,True,True,0.16304913915005745,spsa,7.058704825118184,2,13.899999618530273,heldout,196.91997275573206,0.005457025920873124,False,demonstration_proxy,0.0,0.0468,24.49026380332281
52.05602359204723,12.121467872880972,52.05602359204723,26,1460,197.70113787458732,190,True,True,0.21563111930079767,spsa,7.384884345345199,2,14.600000381469727,heldout,197.70113787458732,0.008298755186721992,False,demonstration_proxy,0.0,0.0,11.909924200367499
