leaky_rate,ridge_alpha,mse,rmse,jerk,jerk_rms,selection_score
0.05,0.0001,0.00017783371731638908,0.013335430901039122,4.579746746458113e-05,13649.93220303322,0.001647219863800869
0.05,0.01,6.009151547914371e-05,0.007751871740369787,1.6870766557985917e-05,6712.671145192213,0.0004907791586637074
0.05,1.0,6.09628250458627e-06,0.0024690651074012345,6.049035164323868e-06,665.208540949337,1.9367148292756356e-05
0.1,0.0001,0.25651228427886963,0.506470417970161,0.04148237779736519,358983.8059979057,1.9999999999719915
0.1,0.01,3.434906466281973e-05,0.005860807509449507,1.5825606169528328e-05,6992.820379776969,0.00036522413045080363
0.1,1.0,3.222142822778551e-06,0.001795032819415442,6.092600870033493e-06,412.696970523276,9.212787852345237e-06
0.3,0.0001,3.243812534492463e-05,0.005695447773873853,1.813599192246329e-05,6953.032417158028,0.00041347811740730393
0.3,0.01,1.8717202692641877e-05,0.00432633825453372,1.4138872757030185e-05,6221.954864079799,0.000263616474323635
0.3,1.0,1.128392909777176e-06,0.0010622584006620874,6.154528364277212e-06,335.8514263467756,2.543455582957494e-06
