leaky_rate,ridge_alpha,mse,rmse,jerk,jerk_rms,selection_score
0.05,0.0001,0.05041933432221413,0.22454250003554813,0.006826327182352543,166857.28254531973,1.9999999998335931
0.05,0.01,2.1087114873807877e-05,0.004592070869859031,6.380470495059853e-06,3140.1212177655,0.0007836808810941729
0.05,1.0,4.216416073177243e-06,0.002053391358990595,3.789854190472397e-06,446.41210013409676,6.935388563933789e-05
0.1,0.0001,0.00013702528667636216,0.011705780054159662,2.757120455498807e-05,9927.146893231387,0.006189182332443564
0.1,0.01,2.726663115026895e-05,0.005221745986762373,7.935151188576128e-06,3963.824629899113,0.0011341193304980693
0.1,1.0,2.169349727410008e-06,0.0014728712528289797,3.824400664598215e-06,321.7739518873257,3.381606707623045e-05
0.3,0.0001,0.00011468378943391144,0.010709051752322025,3.204270979040302e-05,10125.355521057414,0.006401464409627142
0.3,0.01,1.3191296602599323e-05,0.0036319824617692363,8.280465408461168e-06,4761.3267190121105,0.0009055636805925106
0.3,1.0,7.196892397587362e-07,0.0008483450004324515,3.875570655509364e-06,284.3789594059985,1.2563722395564283e-05
