Generating SQLite file /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260805_140403/unifolm_vla0_nsys.sqlite from /home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260805_140403/unifolm_vla0_nsys.nsys-rep
Processing [/home/aihimekpen/research_summer_2026/research/results/step1_profiling_unifolm_vla0/nsight_systems_20260805_140403/unifolm_vla0_nsys.sqlite] with [/opt/nvidia/nsight-systems/2023.1.2/host-linux-x64/reports/cuda_gpu_trace.py]... 

 ** CUDA GPU Trace (cuda_gpu_trace):

  Start (ns)    Duration (ns)  CorrId  GrdX  GrdY  GrdZ  BlkX  BlkY  BlkZ  Reg/Trd  StcSMem (MB)  DymSMem (MB)  Bytes (MB)  Throughput (MBps)  SrcMemKd  DstMemKd           Device           Ctx  Strm         Name       
 11,636,214,5…          1,376  12,746  None  None  None  None  None  None  None     None          None               0.001            744.186  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,636,794,3…        463,425  12,765  None  None  None  None  None  None  None     None          None               3.670          7,916.225  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,637,515,1…          2,048  12,780  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,638,668,9…     20,952,848  12,809  None  None  None  None  None  None  None     None          None             135.791          6,382.158  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,661,201,8…     20,932,016  12,840  None  None  None  None  None  None  None     None          None             135.791          6,382.158  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,683,607,0…     20,699,247  12,869  None  None  None  None  None  None  None     None          None             135.791          6,517.948  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,704,776,9…          2,368  12,884  None  None  None  None  None  None  None     None          None               0.007          3,027.025  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,705,022,0…          1,408  12,899  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,705,431,5…        459,520  12,914  None  None  None  None  None  None  None     None          None               3.670          7,985.955  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,706,583,1…      3,877,411  12,933  None  None  None  None  None  None  None     None          None              25.690          6,602.359  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,710,725,1…          2,080  12,948  None  None  None  None  None  None  None     None          None               0.007          3,446.152  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,711,419,3…      3,865,090  12,969  None  None  None  None  None  None  None     None          None              25.690          6,628.049  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,715,546,3…          1,408  12,984  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,715,963,8…        454,816  12,999  None  None  None  None  None  None  None     None          None               3.670          8,066.695  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,717,557,9…     22,747,120  13,028  None  None  None  None  None  None  None     None          None             135.791          5,838.995  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,741,918,7…     22,299,824  13,059  None  None  None  None  None  None  None     None          None             135.791          5,974.786  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,764,694,5…          2,081  13,074  None  None  None  None  None  None  None     None          None               0.001            492.071  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,765,127,9…        480,992  13,089  None  None  None  None  None  None  None     None          None               3.670          7,629.963  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,766,332,5…      4,050,818  13,108  None  None  None  None  None  None  None     None          None              25.690          6,319.768  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,770,648,3…          2,048  13,123  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,771,263,3…      3,978,275  13,142  None  None  None  None  None  None  None     None          None              25.690          6,448.218  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,775,504,2…          1,408  13,157  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 11,776,100,9…        469,248  13,176  None  None  None  None  None  None  None     None          None               3.670          7,820.804  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,049,676,7…    169,479,993  13,297  None  None  None  None  None  None  None     None          None           1,089.995          5,449.974  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,219,664,4…          2,656  13,312  None  None  None  None  None  None  None     None          None               0.007          2,698.795  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,221,754,0…     20,986,063  13,341  None  None  None  None  None  None  None     None          None             135.791          6,382.158  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,243,211,6…          2,048  13,356  None  None  None  None  None  None  None     None          None               0.007          3,499.998  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,243,450,0…          2,080  13,371  None  None  None  None  None  None  None     None          None               0.007          3,446.152  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,244,678,7…     20,702,351  13,400  None  None  None  None  None  None  None     None          None             135.791          6,517.948  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,266,962,8…     22,121,168  13,431  None  None  None  None  None  None  None     None          None             135.791          6,110.577  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,290,619,1…     21,359,248  13,460  None  None  None  None  None  None  None     None          None             135.791          6,246.367  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,312,446,5…          2,368  13,475  None  None  None  None  None  None  None     None          None               0.007          3,027.025  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,312,703,7…          1,408  13,490  None  None  None  None  None  None  None     None          None               0.001            727.272  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,313,374,9…        460,832  13,509  None  None  None  None  None  None  None     None          None               3.670          7,960.265  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,314,460,6…      3,881,763  13,528  None  None  None  None  None  None  None     None          None              25.690          6,602.359  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,318,607,4…          2,080  13,543  None  None  None  None  None  None  None     None          None               0.007          3,446.152  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,319,920,3…      3,888,803  13,562  None  None  None  None  None  None  None     None          None              25.690          6,602.359  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,324,073,4…          1,376  13,577  None  None  None  None  None  None  None     None          None               0.001            744.186  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,324,475,8…        462,145  13,592  None  None  None  None  None  None  None     None          None               3.670          7,938.245  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,325,169,1…          2,080  13,607  None  None  None  None  None  None  None     None          None               0.007          3,446.152  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,618,378,3…          1,312  13,623  None  None  None  None  None  None  None     None          None               0.000             60.976  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,623,485,5…          1,312  14,034  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,623,709,7…          1,312  14,060  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,623,925,9…          1,280  14,086  None  None  None  None  None  None  None     None          None               0.000            200.000  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,624,136,8…          1,312  14,112  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,624,351,7…          1,312  14,138  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,624,559,5…          1,312  14,164  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,624,774,2…          1,312  14,190  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,624,983,7…          1,312  14,216  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,625,195,8…          1,312  14,242  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,625,407,7…          1,312  14,268  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,625,613,7…          1,312  14,294  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,625,825,9…          1,312  14,320  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,626,043,1…          1,344  14,346  None  None  None  None  None  None  None     None          None               0.000            190.476  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,626,256,0…          1,311  14,372  None  None  None  None  None  None  None     None          None               0.000            195.271  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,626,466,3…          1,312  14,398  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,626,672,7…          1,312  14,424  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,626,882,6…          1,312  14,450  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,627,088,0…          1,312  14,476  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,627,302,1…          1,312  14,502  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,627,514,5…          1,312  14,528  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,627,720,1…          1,313  14,554  None  None  None  None  None  None  None     None          None               0.000            194.973  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,627,930,2…          1,312  14,580  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,628,135,5…          1,312  14,606  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,628,346,1…          1,344  14,632  None  None  None  None  None  None  None     None          None               0.000            190.476  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,628,555,2…          1,312  14,658  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,628,760,2…          1,311  14,684  None  None  None  None  None  None  None     None          None               0.000            195.271  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,628,974,6…          1,281  14,710  None  None  None  None  None  None  None     None          None               0.000            199.844  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,629,179,8…          1,312  14,736  None  None  None  None  None  None  None     None          None               0.000            195.122  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 12,629,324,7…          1,344  14,756  None  None  None  None  None  None  None     None          None               0.000            190.476  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 28,518,360,0…    121,591,323  14,764  None  None  None  None  None  None  None     None          None           1,089.995          8,719.958  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 28,784,038,7…    124,961,117  14,773  None  None  None  None  None  None  None     None          None           1,089.995          8,719.958  Pageable  Device    Tesla V100-DGXS-32GB (0)    1     7  [CUDA memcpy HtoD]
 29,640,486,6…         28,256  14,788  2,9…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,610,6…          4,288  14,802  1     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,690,8…          4,448  14,816  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,760,9…          4,512  14,830  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,840,2…         46,144  14,844  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,896,2…          4,512  14,858  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,640,959,5…         18,560  14,872  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,012,1…          4,128  14,886  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,079,8…         43,328  14,900  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,131,7…          4,736  14,914  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,191,4…         39,840  14,928  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,241,8…          4,288  14,942  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,301,3…         40,352  14,956  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,352,1…          4,448  14,970  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,423,0…          4,161  14,984  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,482,0…          3,905  14,998  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,542,4…         44,865  15,012  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,594,4…          4,287  15,026  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,653,9…         18,048  15,040  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,705,1…          4,513  15,054  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,774,8…         40,256  15,068  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,825,1…          4,320  15,082  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,883,7…         39,648  15,096  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,932,1…          4,544  15,110  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,641,997,6…         39,840  15,124  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,051,7…          4,128  15,138  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,119,3…          4,512  15,152  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,177,9…          4,128  15,166  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,237,3…         45,632  15,180  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,288,3…          4,672  15,194  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,347,5…         17,600  15,208  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,398,1…          4,224  15,222  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,460,1…         40,992  15,236  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,510,0…          4,320  15,250  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,568,2…         39,296  15,264  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,617,2…          4,640  15,278  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,681,1…         39,552  15,292  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,732,2…          4,576  15,306  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,799,4…          4,416  15,320  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,857,0…          4,159  15,334  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,916,4…         45,281  15,348  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,642,968,1…          4,576  15,362  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,025,9…         17,151  15,376  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,075,6…          4,256  15,390  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,137,5…         40,704  15,404  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,186,8…          4,287  15,418  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,245,1…         38,273  15,432  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,293,7…          4,544  15,446  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,351,7…         40,032  15,460  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,400,5…          4,192  15,474  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,467,7…          4,320  15,488  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,526,3…          4,032  15,502  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,590,6…         46,336  15,516  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,642,6…          4,544  15,530  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,700,7…         17,120  15,544  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,749,8…          4,352  15,558  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,810,9…         39,808  15,572  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,860,3…          4,544  15,586  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,918,5…         39,296  15,600  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,643,967,1…          4,256  15,614  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,024,2…         39,712  15,628  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,074,3…          4,512  15,642  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,142,1…          4,064  15,656  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,199,9…          3,808  15,670  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,260,0…         41,889  15,684  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,309,8…          4,511  15,698  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,367,8…         15,520  15,712  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,417,5…          4,096  15,726  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,484,5…         37,760  15,740  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,534,3…          4,256  15,754  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,591,5…         38,273  15,768  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,641,0…          4,544  15,782  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,698,3…         38,272  15,796  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,748,2…          4,192  15,810  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,814,8…          3,999  15,824  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,872,1…          3,904  15,838  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,930,9…         41,184  15,852  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,644,980,5…          4,384  15,866  8     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,038,7…         15,712  15,880  3,2…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,087,9…          4,128  15,894  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,149,5…         37,728  15,908  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,199,3…          4,224  15,922  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,257,4…         37,568  15,936  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,305,8…          4,512  15,950  7     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,368,8…         38,432  15,964  8,5…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,419,1…          4,192  15,978  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,486,1…          4,000  15,992  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,543,5…          3,968  16,006  3     1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
 29,645,603,1…         42,592  16,020  9,6…  1     1     128   1     1     32       0.000         0.000               None                     None      None      Tesla V100-DGXS-32GB (0)    1     7  void at::native::…
