init_episode,bridge,contact,task_success,joint_rmse,control_hz,wipe_path_m,press_table,stabilize_motion
160,esn,1.0,True,0.5186224414724518,135.5678583509424,12.817897268737036,True,True
160,zoh,1.0,True,0.5411478302997299,210.38012902460343,12.950692993980788,True,True
170,esn,1.0,True,0.5167819977404955,135.38487791358713,13.945355450004074,True,True
170,zoh,1.0,True,0.52072264094787,191.77692387221586,12.84027530148889,True,True
180,esn,1.0,True,0.5279227989777588,136.1536187560834,13.18759188427547,True,True
180,zoh,1.0,True,0.5325603063898798,181.99029459953385,13.581150267028335,True,True
